sent_nr	word_pos	word	item	ENCOW_log_freq	srp_1k	KLD_1k	srp_3k	KLD_3k	srp_10k	KLD_10k	srp_30k	KLD_30k	srp_100k	KLD_100k	srp_300k	KLD_300k	srp_1M	KLD_1M	srp_3M	KLD_3M	srp_6-47M	KLD_6-47M
173	6	just	17306	-12.3446	7.8976	0.50294733	6.1266	0.17651176	6.4627	0.0714736	5.1649	0.42143917	5.021	1.69285774	5.3412	2.06180048	5.1979	2.11866093	5.1977	2.20575476	5.1789	2.18038082
173	7	sit	17307	-9.0418	9.8226	0.48315811	10.0953	0.18414927	9.7806	0.08107233	9.3763	0.22000265	7.7863	1.00108671	7.0168	1.73946619	5.7299	2.11426163	4.9571	2.39414501	4.9645	2.43202925
173	8	outside	17308	-9.8257	10.0348	0.47160435	9.682	0.19007969	8.8034	0.08886623	8.5831	0.15496922	8.4234	0.50767565	7.5171	1.34736204	6.347	2.19560528	4.9375	2.39593792	4.8742	2.66292548
173	9	to	17309	-14.855	3.4922	0.46449041	3.5074	0.19468737	3.4662	0.0942421	2.8373	0.24355936	3.317	0.35344315	3.63	0.54931259	4.4936	0.92774892	4.1793	1.18916249	3.8969	1.2633605
173	10	have	17310	-13.4753	4.854	0.45939493	4.8212	0.19687366	5.2843	0.08961868	4.2244	0.52419472	4.6707	0.99333429	5.9076	1.02106905	4.9783	1.44488192	5.0245	1.96655798	4.8644	2.29349279
173	11	his	17311	-11.9165	7.9845	0.45580769	6.7473	0.19760323	6.788	0.08505487	6.1684	0.11287355	6.3191	0.8372364	5.1259	1.05500031	3.5677	1.35257149	3.2551	1.81608248	3.0581	1.94826603
173	12	lunch	17312	-8.599	10.2357	0.45393801	10.2762	0.19920921	10.1503	0.09115648	9.0808	0.41861057	9.1358	1.0572958	8.9639	1.73751163	7.5637	2.41575527	5.8681	2.60059166	5.4642	2.56818962
174	1	Now	17401	-11.9632	8.3829		6.6443		5.983		5.8071		5.6504		5.4704		5.3299		5.4346		5.3578	
174	2	the	17402	-15.3366	4.1019	0.95478535	2.9891	0.24233437	3.3336	0.14336538	3.5643	0.20225525	3.4728	0.39834356	3.1567	0.85020924	2.636	0.99310112	3.0698	1.06101799	3.0728	1.01358557
174	3	man	17403	-10.3794	9.2587	0.7342577	8.4903	0.19442844	7.7651	0.36040592	7.0364	0.92536449	6.5498	1.23427629	5.9583	1.36923122	5.9893	1.46203804	5.9545	1.51455069	5.9465	1.52948809
174	4	is	17404	-14.1387	4.217	0.60819864	4.1299	0.17253828	4.339	0.13198948	3.3477	0.24966431	1.9696	0.83892822	2.7371	1.01045418	1.9352	1.53817081	1.9871	1.70901155	1.8338	1.87251997
174	5	coming	17405	-10.1044	9.2361	0.53912973	9.0495	0.17072868	8.3619	0.07782221	8.0115	0.13959074	7.0102	0.66423893	6.1806	0.91940689	5.569	1.2317996	5.2293	1.51717424	4.8953	1.67972898
174	6	who	17406	-12.0988	7.776	0.50331068	6.2861	0.1767602	6.564	0.06737947	6.3137	0.14583588	7.595	0.69938421	9.7574	1.35883021	11.0008	1.8737731	11.0277	1.90440321	10.6382	1.90878463
174	7	will	17407	-12.9996	6.3028	0.48343086	5.4964	0.18351698	5.3786	0.06809855	4.6811	0.12067366	3.6091	0.53127432	5.1059	0.4434886	3.6038	0.98611498	2.6287	1.55785751	2.4563	1.7201848
174	8	give	17408	-10.9979	8.9943	0.47079039	8.0491	0.18782711	7.5547	0.0718298	6.7285	0.51078224	5.0089	1.8537364	4.6616	1.83852863	4.6184	2.00435972	4.8569	2.31805754	4.6695	2.33671379
174	9	it	17409	-14.1236	4.3933	0.46324968	4.4511	0.19177389	4.5469	0.08032942	3.8747	0.07381821	2.7672	0.86816263	2.7545	1.90777707	3.0008	2.14026904	2.4355	2.28715444	2.7599	2.74986696
174	10	back	17410	-11.5436	9.0299	0.45796251	6.8349	0.19439793	6.9191	0.08155203	6.9866	0.66528749	5.4131	0.36230755	3.6285	0.92259073	4.0099	1.13133812	4.2272	1.0619545	3.5052	1.13652897
174	11	to	17411	-14.855	3.4662	0.45544147	3.5085	0.19660664	3.4272	0.09062958	2.2656	0.43164778	1.2378	0.99539518	1.2877	1.20425153	1.7003	1.21460581	1.5358	1.2473805	1.8473	1.27533436
174	12	me	17412	-12.2574	7.3606	0.4534502	6.2028	0.19862652	6.1861	0.08764172	5.4232	0.61511898	4.6563	1.13864708	3.4815	0.97434187	3.8523	1.26670551	3.7389	1.7005229	3.3552	1.8894763
175	1	She	17501	-11.9159	8.5755		6.6962		5.7644		4.9503		4.856		5.0288		4.7507		4.761		4.7685	
175	2	threatened	17502	-7.2848	9.5227	0.95369816	10.2814	0.24224186	10.8434	0.14264727	10.9365	0.30246925	11.1669	1.68595839	10.5556	2.22171021	9.2178	2.3669219	9.0305	2.44989824	9.0549	2.46270275
175	3	to	17503	-14.855	4.1148	0.73066425	3.604	0.18277693	3.7679	0.08017063	2.9602	0.09978962	2.6672	0.2231164	2.1619	0.68376017	1.4307	1.13905716	1.3007	1.56441188	1.4486	1.62653184
175	4	leave	17504	-10.0953	9.3849	0.60535669	9.009	0.16897106	8.2968	0.07839394	7.8243	0.57422829	6.147	1.19072342	5.9175	1.31400776	5.1427	1.79652071	4.3382	2.3273921	4.2337	2.54040527
175	5	before	17505	-11.2873	8.4958	0.53888083	7.5204	0.16928291	7.2827	0.06517076	6.8091	0.082623	7.4372	0.6812706	7.0981	0.97308016	7.6261	1.50161028	7.1381	1.55658627	7.2803	1.30779886
175	6	and	17506	-14.5388	4.0158	0.50268269	4.0359	0.17612743	4.0593	0.06976891	3.3126	0.10268641	4.4451	0.42907143	4.1963	0.55928469	3.712	1.10970831	3.9942	1.66455317	4.1571	1.73619699
175	7	this	17507	-13.5166	4.75	0.4834857	5.1135	0.18341923	5.29	0.0784874	4.3863	0.24870205	4.7078	0.37613535	5.0811	0.55985928	6.5254	1.25940609	6.8778	1.88295031	6.5131	2.02072668
175	8	time	17508	-12.2501	7.7696	0.4704752	6.1144	0.18864107	6.1948	0.07979918	5.5918	0.20731688	5.1486	0.90844345	5.1809	1.52355623	4.4525	1.76259041	2.5181	2.13038158	2.4684	2.43628883
175	9	she	17509	-11.9159	8.4456	0.46358967	6.49	0.19321537	7.1093	0.08255196	7.4721	0.47109556	6.1949	0.45013857	5.0158	0.82533026	2.8417	1.04926062	2.0096	1.39545107	1.7687	1.51613045
175	10	just	17510	-12.3446	7.9195	0.45919085	6.1574	0.1966095	6.5627	0.08734751	5.7761	0.10167789	5.4435	1.43221712	5.9761	2.5030036	6.1692	2.74353743	6.5983	2.9827981	6.469	3.06340027
175	11	had	17511	-12.3327	7.5461	0.45640993	6.2393	0.19838381	6.4845	0.09089279	5.5747	0.17824316	3.851	0.70984507	2.0008	1.87805223	2.3027	3.01218987	2.5344	3.36877346	2.5558	3.47513151
175	12	enough	17512	-10.7102	9.2445	0.45457983	8.3288	0.19949961	7.7867	0.09279776	7.549	0.08915758	6.13	0.97241879	6.1472	1.17679596	5.6959	1.40595245	5.9872	1.79804826	5.6826	1.89711571
176	1	The	17601	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
176	2	first	17602	-11.6371	8.7881	0.95442963	6.9798	0.25819874	6.9457	0.36685371	5.2959	0.92411327	4.2892	1.26885653	4.4704	1.40439558	4.1227	1.51362228	4.4723	1.54578066	4.3749	1.56129646
176	3	knife	17603	-7.2049	9.6102	0.73219013	10.308	0.18953133	10.4888	0.14443779	10.4326	0.29962778	9.9617	0.72889614	10.0915	1.33197737	10.0509	1.8838706	10.8642	1.97159338	11.0773	1.97569895
176	4	caught	17604	-8.5378	9.6809	0.60702324	10.2763	0.17031431	10.0658	0.08325005	9.9817	0.16080379	9.8823	0.35937977	9.781	0.64476109	9.7914	0.88003397	8.4992	1.04769182	7.9181	1.19293737
176	5	in	17605	-14.1592	4.2309	0.54012156	4.2996	0.17019796	4.2793	0.06667757	3.8777	0.12117624	3.6212	0.13592434	3.2875	0.59372139	2.4332	1.00034285	2.0641	1.14608335	2.2978	1.17935991
176	6	her	17606	-11.5871	8.7444	0.50282049	6.8695	0.17618799	6.6932	0.06384277	6.6422	0.56636715	5.7464	0.88951731	5.6521	1.09931898	5.2343	1.3170228	4.5757	1.46511316	4.1452	1.46057701
176	7	skirt	17607	-5.7004	10.1215	0.48290968	10.6529	0.18317652	11.0853	0.07226229	11.2153	0.17404175	10.8197	0.6483984	11.0215	0.90807009	10.3341	1.62934971	9.4384	2.22750568	8.6105	2.71258831
176	8	and	17608	-14.5388	3.9128	0.47115612	4.0094	0.18895912	3.9548	0.08035326	2.8933	0.30109835	2.8687	0.41159344	2.6069	0.71793318	2.9864	0.90992785	2.914	1.06852365	3.0601	1.19006681
176	9	she	17609	-11.9159	8.4577	0.46410322	6.4948	0.19274044	7.1107	0.08157682	6.3359	0.25790119	6.5045	0.36810637	5.0391	0.44922018	3.6367	0.97624826	3.3907	1.397089	3.5324	1.62083006
176	10	shook	17610	-6.8068	10.4374	0.45920372	10.8372	0.19612122	10.9922	0.08176613	11.044	0.11826801	10.7178	1.37120199	9.1883	2.45564365	7.3678	2.58534098	6.5356	2.84438038	5.9451	2.96086073
176	11	it	17611	-14.1236	4.3805	0.45684671	4.5032	0.19888735	4.6082	0.08707666	4.777	0.11346006	4.7041	0.1602354	3.1925	1.40380526	3.4073	2.47356844	3.444	3.36087966	3.6007	3.55264997
176	12	free	17612	-10.6352	9.4244	0.45380306	8.2198	0.19808626	7.8056	0.08124542	8.4868	0.82637548	8.9934	0.9273386	8.6341	0.85279274	9.1071	1.02383995	9.776	1.36477852	10.0605	1.59592009
177	1	The	17701	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
177	2	last	17702	-11.1867	9.0447	0.95442963	7.7218	0.25819874	7.5563	0.36685371	6.1703	0.92411327	5.3893	1.26885653	5.4772	1.40439558	5.5949	1.51362228	5.3726	1.54578066	5.2652	1.56129646
177	3	thing	17703	-10.9826	9.1335	0.73225403	7.8323	0.18977451	7.4944	0.14539099	6.6654	0.31601143	4.6362	1.01661682	3.2349	1.88317966	3.1044	2.40192556	2.4406	2.39432621	2.4257	2.35298443
177	4	Alex	17704	-7.4944	9.7512	0.60900402	10.4263	0.17172098	10.545	0.08692694	10.9774	0.26039934	11.2294	0.84601927	11.6563	1.2304697	12.3811	1.54789138	12.4818	1.63626552	11.8345	1.61270881
177	5	felt	17705	-9.7749	9.6065	0.54191113	9.8544	0.1706996	8.7813	0.06818867	9.1249	0.13319111	8.6919	0.30049849	7.8942	1.24206972	6.8551	1.82057524	6.5612	2.12757254	6.5867	2.29779863
177	6	like	17706	-12.0972	7.3193	0.50439072	6.3852	0.17618799	6.4386	0.06606531	6.3304	0.11171865	6.125	0.13716841	4.0708	0.50897503	2.5273	0.90299845	1.7858	1.4549408	2.0025	1.45791292
177	7	doing	17707	-10.8571	9.6205	0.48375177	8.2742	0.18332338	7.45	0.07130527	7.6857	0.11216545	7.5245	0.57214689	6.8519	0.75669241	6.9804	0.92291307	6.7942	1.13683367	6.1427	1.02808905
177	8	after	17708	-11.3564	9.144	0.47127867	7.7308	0.18890572	7.2932	0.07994747	7.0497	0.12065792	7.116	0.49790478	7.1086	0.72988701	8.0385	1.21438503	7.8768	1.16322231	7.2045	1.11860561
177	9	work	17709	-11.9537	8.2219	0.46476269	6.4587	0.19410086	6.3461	0.08865833	6.1185	0.07678843	6.359	0.66153145	6.478	0.76336288	5.1555	0.85816479	5.0483	1.29611301	5.3498	1.3711915
177	10	was	17710	-13.2729	5.1105	0.46010351	5.4187	0.19643831	5.4656	0.09478569	6.0737	0.5436492	6.3344	0.69455099	4.2536	0.96587205	2.5853	0.97831297	1.6046	1.24640536	1.4051	1.4416492
177	11	more	17711	-12.450999999999999	7.1664	0.45698261	6.2348	0.19877815	5.906	0.09615135	5.6136	0.15630579	4.9036	0.5701046	5.4439	0.86164951	5.5154	1.02284861	5.6863	1.06874943	6.3163	1.07656622
177	12	work	17712	-11.9537	8.2221	0.45414066	6.4536	0.19909811	6.3431	0.09973574	6.0633	0.25233889	8.0605	1.08679867	8.215	1.47960281	6.2965	2.41910887	6.6374	2.8861351	6.7219	2.8711462
178	1	The	17801	-15.3366	5.02		3.1084		2.8806		2.5573		2.6676		2.6715		2.5921		2.6112		2.6165	
178	2	truck	17802	-7.2492	9.6129	0.95442963	10.3931	0.25819874	10.0813	0.36685371	9.7413	0.92411327	9.9445	1.26885653	9.3426	1.40439558	9.3619	1.51362228	9.4058	1.54578066	9.4148	1.56129646
178	3	was	17803	-13.2729	5.5749	0.73096561	5.2493	0.18926239	5.0545	0.14107418	4.6354	0.25618887	2.7175	0.81180811	2.4886	0.97720194	2.764	1.21534204	2.4936	1.36603832	2.3556	1.47294188
178	4	an	17804	-12.5533	6.962	0.60608673	6.0032	0.17066431	5.9281	0.08877087	5.7185	0.16276217	4.44	0.70212269	4.871	1.05026197	4.8426	1.29863358	5.2642	1.56231594	5.3067	1.63589859
178	5	older	17805	-9.2484	9.4991	0.54049206	10.0385	0.17149115	9.3689	0.07950735	8.8242	0.74070263	8.1713	1.10484028	7.2632	1.71299839	6.6719	2.93315506	5.6475	3.48614645	5.4577	3.49529457
178	6	version	17806	-9.3274	9.6556	0.504529	9.8249	0.17708588	9.4931	0.07018995	8.9828	0.16257	7.8132	0.53124952	6.693	0.89596319	6.9865	1.43080807	4.9903	2.41118097	4.2502	2.68248796
178	7	of	17807	-14.4818	3.8318	0.48376656	3.9863	0.18273926	3.8813	0.07128906	3.2083	0.27374983	1.3807	0.77945995	0.9669	1.25673175	0.8863	1.55947924	1.096	1.52114129	1.1026	1.52086258
178	8	the	17808	-15.3366	3.1324	0.47119856	3.4197	0.18811798	3.1887	0.07132244	1.4055	0.53097343	1.5271	0.77052689	1.3231	0.95260191	1.1309	1.10630226	1.0508	1.25776005	0.9453	1.38329458
178	9	ones	17809	-9.7165	9.9784	0.46502399	9.5596	0.20069218	8.6089	0.37156534	8.1334	1.03517628	7.4289	1.28064299	7.5043	1.39574432	8.7142	1.56764889	8.0193	1.71479845	8.4793	1.88069916
178	10	the	17810	-15.3366	3.1125	0.45900011	3.4855	0.19794083	3.4616	0.1259861	4.9114	0.33912039	4.7574	0.37637854	4.91	0.73319483	5.1406	1.07405114	4.9404	1.17137241	5.0101	1.22497416
178	11	others	17811	-10.4769	9.3017	0.4569416	8.8141	0.20653629	8.0715	0.48433399	8.0896	0.99995327	8.2875	1.27677584	7.5897	1.35204172	6.9139	1.53253365	6.9572	1.90041637	6.6391	1.94050503
178	12	drove	17812	-7.6544	10.2792	0.4542532	10.669	0.20108938	10.4233	0.14336014	11.2286	0.35622263	10.6546	0.73651552	8.6275	1.00309706	9.1722	1.53545284	8.35	2.14700031	7.8899	2.32445478
179	1	They	17901	-13.1574	7.006		5.3223		4.1506		3.9103		4.0006		3.7041		3.7969		3.8454		3.9065	
179	2	stared	17902	-6.2953	9.581	0.95287895	10.4386	0.24174833	11.1571	0.14760399	11.414	0.71024752	12.0442	1.88024998	10.4755	1.9709754	9.9402	2.09845877	10.4124	2.10899925	10.1037	2.15047455
179	3	at	17903	-12.8976	6.2944	0.73082924	5.5909	0.18261194	5.4336	0.08128834	5.3257	0.12391806	5.1386	0.20695496	4.1279	0.40075111	2.4926	1.44151735	1.4621	2.00224495	0.8716	2.58009958
179	4	the	17904	-15.3366	3.382	0.60472155	3.1674	0.16677952	3.4171	0.06091118	1.3584	0.51784849	1.4997	0.90944862	1.1743	1.33132458	1.053	1.43708801	1.3971	1.87369013	1.6464	2.56522155
179	5	black	17905	-9.454	9.7893	0.54092216	9.8588	0.17738771	8.7563	0.35534573	8.6014	0.97635841	8.0896	1.28100538	7.9749	1.706779	7.9654	2.36638117	7.382	2.22466946	6.9418	2.24201727
179	6	wall	17906	-8.9345	9.9834	0.50300407	10.1864	0.1790247	9.6445	0.1244812	9.2376	0.27578497	8.525	0.52617407	7.7881	0.91188192	6.444	1.41470671	5.3824	2.01698303	5.512	2.16719675
179	7	and	17907	-14.5388	3.9507	0.48307371	4.0245	0.18462944	4.0998	0.08285713	2.964	0.20760298	3.0475	0.44717884	2.7233	0.80896759	2.4616	0.90956783	2.1432	1.11650825	2.2117	1.16687846
179	8	now	17908	-11.9632	8.3	0.47164631	6.4374	0.18931198	6.5803	0.08281994	6.0396	0.25636864	6.3857	0.33241558	6.2333	0.37824249	6.7534	0.83096266	6.9025	1.47419596	7.0762	1.88874626
179	9	this	17909	-13.5166	4.6954	0.46429157	5.155	0.19299078	5.2084	0.07297659	5.1935	0.23461103	5.3831	0.21759748	5.5797	0.3390789	6.3757	0.5218153	6.5809	0.94222355	6.7458	1.18188953
179	10	offered	17910	-9.1866	10.1299	0.45896626	10.1024	0.19518471	9.753	0.07881498	9.3189	0.22062254	9.5231	0.83508253	9.7055	1.14817142	10.2584	1.52466059	9.9655	1.49722099	10.7902	1.72225809
179	11	no	17911	-12.2122	7.9054	0.45580006	5.9986	0.19656897	6.0398	0.08187151	6.5098	0.17315197	6.1528	0.25032854	5.6686	0.58954859	4.953	0.81348324	4.5925	1.05640554	4.1063	1.13509035
179	12	comfort	17912	-8.3231	10.3364	0.45453072	10.2469	0.19936943	10.2556	0.09228277	9.5027	0.32682085	9.2982	0.61009026	9.1668	1.11381292	8.5913	1.71419859	7.2702	1.97496223	6.7764	2.16631079
180	1	They	18001	-13.1574	7.006		5.3223		4.1506		3.9103		4.0006		3.7041		3.7969		3.8454		3.9065	
180	2	were	18002	-12.1975	7.7367	0.95287895	6.4181	0.24174833	6.0508	0.14760399	5.2741	0.71024752	3.0312	1.88024998	2.8626	1.9709754	2.5728	2.09845877	2.7979	2.10899925	2.821	2.15047455
180	3	halfway	18003	-6.7178	9.8476	0.73008537	10.6926	0.18295574	11.0876	0.08235264	11.0369	0.27528381	11.2688	0.73727036	11.2193	1.25538015	9.6764	1.41987038	9.3661	1.47824335	9.1272	1.47828627
180	4	through	18004	-11.1408	8.9918	0.60505867	7.8378	0.16725111	7.3066	0.06401396	6.9394	0.07602882	6.2014	0.45902109	5.5631	0.78183365	4.402	1.51349211	2.8347	2.11862183	2.2591	2.37366629
180	5	breakfast	18005	-8.9974	9.9771	0.53936768	10.2561	0.16952705	9.8128	0.06646061	9.3398	0.06705713	9.5387	0.54856968	9.221	0.78204298	9.157	0.83719683	9.4709	0.93268967	10.0363	1.01419878
180	6	when	18006	-11.9768	8.3313	0.50357056	6.8132	0.17585659	6.5618	0.07322025	6.2515	0.22615051	5.7699	0.61889553	6.0819	0.93553567	5.6314	1.19126105	5.1141	1.21702862	5.2171	1.18516111
180	7	a	18007	-14.5303	3.9088	0.48378515	4.1849	0.18370199	3.7922	0.07766676	3.3891	0.35991669	4.3541	1.06430149	3.9955	1.27955914	4.0885	1.58435774	4.0578	1.98055458	4.2422	1.95584607
180	8	guard	18008	-7.6079	10.0162	0.47191715	10.271	0.19209099	10.2661	0.17392063	9.939	0.98340034	10.0592	1.21418953	10.0805	1.5527277	9.0168	1.77383471	8.5563	2.1076436	8.2724	2.30149746
180	9	walked	18009	-8.3594	9.7074	0.46423578	9.8923	0.19332075	10.0239	0.09793091	10.4376	0.24888992	10.2155	0.27721977	9.6417	0.41103411	7.7284	1.13781261	6.3181	2.22707653	6.0091	2.35693121
180	10	up	18010	-12.2438	7.7408	0.45959568	6.0856	0.19606113	6.3864	0.08597279	5.8107	0.20726633	5.9025	0.28647995	3.5937	0.82969904	2.6135	2.3434763	3.3316	2.30236912	3.0737	2.56106687
180	11	with	18011	-13.2829	5.32	0.45676708	5.1193	0.19736671	4.9061	0.08493137	4.6689	0.32026339	3.9441	0.48052406	2.8128	0.86967111	2.563	1.06303835	3.6505	1.16630697	3.9081	1.21258521
180	12	mail	18012	-8.5348	10.2523	0.45465183	10.4572	0.19831419	10.2603	0.0843811	9.6905	0.34858179	9.592	0.70630264	9.9491	1.02780628	10.0866	1.16544437	11.0227	1.4692297	10.8009	1.52655029
181	1	We	18101	-13.3681	6.686		5.0066		3.7518		3.5395		3.4335		3.6756		3.4129		3.4631		3.5626	
181	2	should	18102	-11.9023	8.3157	0.95192051	6.6024	0.24106789	6.2674	0.14998007	5.4367	0.80883217	4.1014	1.87433004	4.2791	1.99017096	4.2359	2.11465597	4.4992	2.18613386	4.4213	2.22522163
181	3	talk	18103	-10.0225	9.6788	0.72939396	9.4799	0.18227863	8.6529	0.082829	8.2463	0.5078764	6.5052	1.64284086	6.7947	1.99074268	6.0075	2.05169725	5.6152	2.11413145	5.4702	2.11666536
181	4	about	18104	-12.5469	6.9306	0.60586786	6.0259	0.16734648	6.0206	0.06396675	5.243	0.10456181	4.1728	0.9855876	1.4594	1.88382792	0.9636	2.59116387	0.8357	2.91343594	0.7785	2.91259646
181	5	the	18105	-15.3366	3.2673	0.53847122	3.2769	0.16891909	3.4209	0.06458187	1.8919	0.23462963	1.9159	0.7644825	1.7312	0.75962114	1.8012	0.93874168	1.9801	1.11822319	1.8197	1.25256491
181	6	things	18106	-11.3017	8.7368	0.50483465	7.3528	0.18438673	7.3589	0.36323833	7.4691	0.97180271	6.5899	1.24403906	6.7198	1.33596802	5.2856	1.45603848	5.08	1.63617897	4.8011	1.76250887
181	7	people	18107	-12.3766	7.4697	0.48355436	6.2	0.18648958	6.2573	0.12713909	5.9855	0.22186756	7.6474	0.39489079	6.6438	0.73800898	6.9415	1.69135165	6.6785	2.24732304	6.3366	2.29615426
181	8	talk	18108	-10.0225	10.0682	0.47188282	9.4333	0.19025469	8.509	0.08315754	8.7265	0.0978651	7.9368	0.46696234	7.5558	1.11120129	6.2957	1.15532351	5.9596	1.39371252	5.6238	1.68500376
181	9	about	18109	-12.5469	6.8212	0.46470404	6.0	0.19356918	6.107	0.07753181	5.4947	0.19845629	4.3367	1.19195485	1.1943	1.9651289	0.6335	2.98057318	0.2738	4.22171593	0.2449	4.33121204
181	10	on	18110	-13.4378	5.0341	0.45916033	5.091	0.1952796	4.9469	0.07728195	5.3042	0.1668458	5.7107	0.66023207	6.1036	0.75304079	6.5398	0.81531668	6.0616	0.88659143	5.8681	1.00523257
181	11	first	18111	-11.6371	9.0804	0.4567914	6.7872	0.197299	6.8579	0.08042145	8.0378	0.58639097	7.8515	0.61234617	7.7066	0.84670925	8.8101	1.16560841	8.6353	1.50843573	8.2456	1.62388182
181	12	dates	18112	-8.1056	9.9728	0.4549427	10.3847	0.19954681	10.6612	0.09228563	10.5599	0.19293356	9.6169	0.59291553	9.5449	0.71385431	9.4312	0.96986294	8.327	1.77003956	8.1336	1.98507738
182	1	Why	18201	-11.3584	8.8044		7.4522		6.2794		5.487		5.3327		5.3975		5.2469		5.2772		5.3166	
182	2	don't	18202																			
182	3	you	18203	-13.9512	4.4626	0.60470343	4.3718	0.1667757	4.1693	0.06129885	4.527	0.56007814	4.9494	1.33106613	2.1516	1.552876	0.9745	2.20368719	0.6704	2.72168183	0.4883	3.00159478
182	4	tell	18204	-10.5115	9.5555	0.53835058	8.6799	0.16881227	8.0979	0.06121683	7.2644	0.70845747	5.8056	1.3603816	4.854	2.14635754	4.5901	1.95652246	3.7087	2.16646338	3.7041	2.33950806
182	5	me	18205	-12.2574	7.3722	0.50302172	6.1933	0.176085	6.1256	0.07145262	5.5506	0.1480422	3.1985	0.90428877	1.5103	2.13089919	0.9822	3.05035162	0.965	3.3103857	0.9537	3.32469845
182	6	what	18206	-12.8163	6.4228	0.48264647	5.8024	0.18324471	6.0762	0.08294392	5.5931	0.34360886	5.1645	0.47427845	3.6288	0.85283995	2.2992	1.36529398	2.2462	1.45681238	2.356	1.41099739
182	7	happened	18207	-9.816	9.6713	0.47058487	9.793	0.18808746	8.5655	0.08048964	8.6	0.36634684	7.4467	0.77421427	4.6445	1.14906883	4.9159	1.37198281	4.4157	1.35455322	3.9836	1.35976601
182	8	on	18208	-13.4378	5.0474	0.46349239	5.0873	0.19361115	4.9041	0.09490108	4.6094	0.44274998	4.3094	0.79096198	4.3423	1.13097692	4.5143	1.23737383	4.3525	1.51330829	4.407	1.49366784
182	9	Saturday,	18209	-8.894	9.8495	0.45948792	9.9506	0.19651175	9.9616	0.0955143	9.8208	0.47564268	9.1336	0.73569965	7.9269	0.74303246	5.4962	1.13617754	4.6252	1.55184937	4.282	1.70984936
182	10	step	18210	-9.4892	9.9489	0.45390129	9.919	0.19678116	9.4826	0.06168413	9.372	0.31981897	10.0607	0.83963537	10.2851	0.82845068	10.3521	1.17348242	10.5323	1.21270323	11.0487	1.27678394
182	11	by	18211	-12.4358	7.6599	0.45283127	6.2008	0.19865704	5.9871	0.07710075	5.5994	0.18794394	5.6561	0.43017435	5.019	0.87099028	5.7565	1.66335773	4.4327	2.15572166	4.1552	2.67881012
182	12	step	18212	-9.4892	9.9579	0.45167446	9.9203	0.19961834	9.4411	0.08922911	8.7822	0.20792627	9.3165	0.61069202	9.3687	0.6666894	8.2249	0.65676928	3.8763	0.86582422	2.2802	1.45850801
183	1	Emma	18301	-6.947	9.3435		10.0023		10.9414		10.6995		10.5961		9.9155		9.5814		9.6604		9.6642	
183	2	put	18302	-10.9365	9.0607	0.94980145	8.3865	0.24025536	7.6869	0.14172745	7.6942	0.14157295	9.0356	0.37983036	8.3393	0.58814764	6.986	1.40715647	6.9528	2.12743282	6.7862	2.2864728
183	3	her	18303	-11.5871	8.6626	0.72849083	6.9505	0.182652	6.6715	0.0799861	6.5677	0.05364561	5.5907	0.51542187	4.7822	1.30467606	3.8662	1.39774132	3.252	1.53452063	2.782	1.71689606
183	4	mug	18304	-5.8201	9.827	0.60442066	10.5218	0.16681957	10.9839	0.06282997	11.1798	0.10143518	10.8202	0.49859095	11.1257	0.59413052	11.0983	1.39285326	11.1383	1.91346455	11.0731	2.22806549
183	5	of	18305	-14.4818	3.9847	0.53781176	3.993	0.16868687	3.9211	0.06581211	3.6788	0.13038778	4.7282	0.41678476	4.6696	0.70801544	4.8296	1.01587725	4.6213	1.39381981	4.1554	1.64734507
183	6	tea	18306	-8.4851	9.9875	0.50199318	10.4516	0.17591763	10.229	0.06894159	9.766	0.53577042	8.5173	0.74424553	8.2067	0.87641811	6.4065	1.23164463	5.2179	1.74344444	4.7857	2.04216194
183	7	down	18307	-11.0981	9.4247	0.48275089	7.8871	0.18445873	7.504	0.08141994	7.2083	0.24316692	7.088	0.45717287	7.0088	0.78765297	6.6423	1.01342154	6.5836	1.23679328	6.2931	1.32072783
183	8	on	18308	-13.4378	5.0706	0.47079372	5.0856	0.18974447	4.9267	0.08679438	4.544	0.40411758	3.8853	0.42094326	4.5079	0.65712214	3.8196	0.75425959	3.45	1.00510025	3.3387	1.06170106
183	9	the	18309	-15.3366	3.1184	0.46413708	3.4523	0.19387197	3.1537	0.08816528	1.3309	0.40592957	1.3928	0.69253922	1.2999	0.89165688	1.2531	1.47474194	1.0886	2.07508564	1.0044	2.31557107
183	10	table	18310	-9.1957	9.6511	0.46025324	9.5542	0.20436525	9.11	0.35330057	8.3478	1.01547909	7.341	1.26977539	6.8014	1.55142975	5.2398	2.32056236	4.6202	3.06328249	4.3058	3.22446775
